# sample_id: compound number in the SI
# fc_gap: vertical excitation energy in eV (frozen core approximation)
# fluo_peak_w: emission energy in eV
# fc_corr: energy difference between vertical excitation energy and emission energy in eV
# osc_strength: oscillator strength of vertical transition
# fluo_rate_abs: fluorescence rate estimated from oscillator strength and excitation energy of vertical transition, in 1e6 s-1
# fluo_rate_em: fluorescence rate estimated from Franck-Condon calculations, in 1e6 s-1
sample_id,fc_gap,fluo_peak_w,fc_corr,osc_strength,fluo_rate_abs,fluo_rate_em
S1595,2.061016e+00,1.732935e+00,3.280810e-01,2.092004e-01,3.855980e+01,2.117949e+01
S1596,1.964218e+00,1.698355e+00,2.658622e-01,2.023817e-01,3.388130e+01,1.978282e+01
S1597,2.320015e+00,1.890288e+00,4.297269e-01,3.008551e-01,7.026654e+01,3.665516e+01
S1598,2.282737e+00,1.868771e+00,4.139664e-01,3.213796e-01,7.266742e+01,3.813155e+01
S1599,2.040043e+00,1.815290e+00,2.247532e-01,1.708681e-01,3.085668e+01,1.940976e+01
S1600,2.013608e+00,1.805140e+00,2.084687e-01,1.641135e-01,2.887380e+01,1.849544e+01
S1601,2.156446e+00,1.871942e+00,2.845039e-01,3.477790e-01,7.017624e+01,4.195880e+01
S1602,2.192717e+00,1.902879e+00,2.898377e-01,3.371971e-01,7.034908e+01,4.231632e+01
S1603,2.152907e+00,1.869506e+00,2.834004e-01,3.359937e-01,6.757580e+01,4.037703e+01
S1604,2.237746e+00,1.616507e+00,6.212392e-01,1.066715e-01,2.317820e+01,8.490119e+00
S1605,1.822046e+00,1.557962e+00,2.640837e-01,2.577443e-01,3.712935e+01,2.009640e+01
S1606,1.819144e+00,1.544418e+00,2.747255e-01,2.263674e-01,3.250555e+01,1.708493e+01
S1607,1.766137e+00,1.453732e+00,3.124049e-01,2.000757e-01,2.708024e+01,1.305271e+01
S1608,2.060875e+00,1.718222e+00,3.426527e-01,3.077862e-01,5.672337e+01,3.085266e+01
S1609,2.092774e+00,1.717071e+00,3.757032e-01,2.771419e-01,5.266918e+01,2.761897e+01
S1610,2.042487e+00,1.659727e+00,3.827604e-01,2.708334e-01,4.902647e+01,2.499279e+01
S1611,1.997300e+00,1.717689e+00,2.796108e-01,2.959835e-01,5.123463e+01,2.996998e+01
S1612,2.015212e+00,1.710228e+00,3.049843e-01,2.661105e-01,4.689356e+01,2.660497e+01
S1613,1.963413e+00,1.658903e+00,3.045104e-01,2.658542e-01,4.447095e+01,2.474250e+01
S1614,2.303528e+00,1.744037e+00,5.594912e-01,2.099718e-02,4.834568e+00,2.042285e+00
S1615,1.960631e+00,1.605713e+00,3.549183e-01,2.459904e-01,4.103169e+01,2.148397e+01
S1616,2.082830e+00,1.733903e+00,3.489266e-01,2.920363e-01,5.497356e+01,2.981087e+01
S1617,1.746839e+00,1.482875e+00,2.639643e-01,2.278378e-01,3.016764e+01,1.568185e+01
S1618,1.985642e+00,1.353706e+00,6.319366e-01,7.143727e-02,1.222184e+01,3.746918e+00
S1619,2.227896e+00,1.919508e+00,3.083880e-01,3.697071e-01,7.962645e+01,4.795100e+01
S1620,2.113318e+00,1.557794e+00,5.555245e-01,8.613172e-02,1.669178e+01,6.314685e+00
S1621,1.688151e+00,1.383134e+00,3.050169e-01,1.760840e-01,2.177469e+01,1.025873e+01
S1622,2.001720e+00,1.614063e+00,3.876578e-01,2.648306e-01,4.604523e+01,2.279097e+01
S1623,2.076311e+00,1.883824e+00,1.924871e-01,3.587153e-01,6.710337e+01,4.553827e+01
S1624,1.979669e+00,1.799786e+00,1.798829e-01,2.595110e-01,4.413167e+01,2.978754e+01
S1626,2.242588e+00,1.962670e+00,2.799182e-01,4.236787e-01,9.245819e+01,5.738104e+01
S1628,2.414741e+00,2.133499e+00,2.812417e-01,2.148530e-01,5.436159e+01,3.242229e+01
S1629,2.831289e+00,2.500622e+00,3.306664e-01,3.114951e-01,1.083500e+02,6.998015e+01
S1630,2.544343e+00,2.265160e+00,2.791837e-01,2.357385e-01,6.622035e+01,4.216229e+01
S1631,2.724218e+00,2.460940e+00,2.632780e-01,1.004592e-03,3.235065e-01,2.013320e-01
S1632,2.865034e+00,2.504296e+00,3.607385e-01,3.287015e-01,1.170768e+02,7.186923e+01
S1633,2.344198e+00,2.074672e+00,2.695265e-01,2.618204e-01,6.243122e+01,3.980497e+01
S1634,2.705930e+00,2.434960e+00,2.709701e-01,5.897844e-04,1.873855e-01,1.150099e-01
S1635,2.251859e+00,2.100784e+00,1.510748e-01,3.767038e-01,8.288804e+01,6.043172e+01
S1636,2.556370e+00,2.085990e+00,4.703804e-01,6.408912e-03,1.817362e+00,9.922668e-01
S1637,1.604435e+00,2.553246e-01,1.349110e+00,1.446491e-04,1.615732e-02,-5.296385e-03
S1638,2.234258e+00,9.291077e-01,1.305151e+00,3.863780e-03,8.369292e-01,4.730117e-02
S1639,1.895976e+00,3.556111e-01,1.540365e+00,7.038822e-04,1.097931e-01,-7.192661e-03
S1640,1.894462e+00,6.769971e-01,1.217465e+00,6.688639e-03,1.041644e+00,2.514792e-02
S1641,1.472506e+00,5.678687e-01,9.046374e-01,1.661317e-04,1.563062e-02,4.510610e-04
S1642,1.406766e+00,4.525231e-01,9.542425e-01,2.034870e-03,1.747389e-01,1.351415e-03
S1643,2.027701e+00,1.634687e+00,3.930142e-01,1.948689e-01,3.476642e+01,1.741749e+01
S1644,2.263306e+00,1.877093e+00,3.862134e-01,2.487822e-01,5.529879e+01,3.056821e+01
S1645,1.948607e+00,1.219152e+00,7.294556e-01,7.172815e-02,1.181811e+01,2.756737e+00
S1646,1.871822e+00,1.484100e+00,3.877226e-01,1.990041e-01,3.025525e+01,1.408571e+01
S1647,1.464802e+00,9.720259e-01,4.927764e-01,5.669277e-02,5.278314e+00,1.069039e+00
S1648,2.686563e+00,2.207952e+00,4.786113e-01,1.060650e-03,3.321817e-01,1.905294e-01
S1649,1.149003e+00,5.556352e-01,5.933675e-01,2.590031e-02,1.483736e+00,3.578633e-02
S1650,1.395092e+00,3.828383e-01,1.012254e+00,1.218949e-04,1.029439e-02,-4.756037e-04
S1651,2.159958e+00,1.866255e+00,2.937028e-01,3.553040e-01,7.192837e+01,4.229180e+01
S1652,2.195809e+00,1.887773e+00,3.080351e-01,3.461732e-01,7.242558e+01,4.245765e+01
S1653,2.158549e+00,1.857890e+00,3.006593e-01,3.421243e-01,6.916992e+01,4.038115e+01
S1654,2.142990e+00,1.705651e+00,4.373392e-01,1.816401e-01,3.619609e+01,1.768083e+01
S1655,1.627223e+00,1.225161e+00,4.020619e-01,9.924264e-02,1.140255e+01,4.065405e+00
S1656,2.142788e+00,1.862480e+00,2.803078e-01,3.501830e-01,6.976909e+01,4.193196e+01
S1657,1.889426e+00,1.431012e+00,4.584141e-01,1.562120e-01,2.419823e+01,1.000126e+01
S1658,2.227147e+00,1.948989e+00,2.781584e-01,4.429983e-01,9.534752e+01,5.928767e+01
S1659,2.349030e+00,2.086055e+00,2.629751e-01,5.195114e-01,1.243890e+02,8.177157e+01
S1660,2.219020e+00,1.619902e+00,5.991173e-01,1.436489e-01,3.069264e+01,1.173569e+01
S1661,2.160073e+00,1.899501e+00,2.605721e-01,3.636887e-01,7.363362e+01,4.540637e+01
S1662,1.793365e+00,1.399566e+00,3.937990e-01,1.263172e-01,1.762827e+01,5.916305e+00
S1663,2.199211e+00,1.817211e+00,3.819999e-01,1.313002e-01,2.755551e+01,1.428738e+01
S1664,1.781729e+00,1.024544e+00,7.571846e-01,6.664053e-03,9.179757e-01,1.623187e-01
S1665,1.988326e+00,1.575823e+00,4.125025e-01,1.840480e-01,3.157300e+01,1.487324e+01
S1666,2.142886e+00,1.847911e+00,2.949752e-01,3.505871e-01,6.985601e+01,4.093593e+01
S1667,1.855477e+00,1.375803e+00,4.796735e-01,1.631932e-01,2.437938e+01,9.531798e+00
S1668,1.595184e+00,8.822823e-01,7.129020e-01,6.248651e-02,6.899499e+00,8.927885e-01
S1669,2.008022e+00,1.692967e+00,3.150548e-01,2.238139e-01,3.915918e+01,2.001219e+01
S1670,2.148461e+00,1.875296e+00,2.731648e-01,3.524770e-01,7.059849e+01,4.256562e+01
S1671,1.965908e+00,1.557863e+00,4.080449e-01,1.786975e-01,2.996778e+01,1.410198e+01
S1672,2.143570e+00,1.864725e+00,2.788456e-01,2.299609e-01,4.584996e+01,2.608386e+01
S1673,2.137753e+00,1.861721e+00,2.760324e-01,3.501373e-01,6.943254e+01,4.163704e+01
S1674,2.130586e+00,1.662323e+00,4.682629e-01,1.689432e-01,3.327733e+01,1.543237e+01
S1675,1.503074e+00,8.340158e-01,6.690582e-01,1.030920e-02,1.010637e+00,1.474520e-01
S1676,1.981781e+00,1.337448e+00,6.443333e-01,1.033895e-01,1.761965e+01,5.195188e+00
S1677,2.042953e+00,1.348713e+00,6.942400e-01,8.448694e-02,1.530087e+01,4.286937e+00
S1678,2.003341e+00,1.695271e+00,3.080696e-01,1.775113e-01,3.091329e+01,1.704113e+01
S1679,3.161674e+00,3.027509e+00,1.341646e-01,3.520610e-02,1.527079e+01,1.257041e+01
S1680,2.247592e+00,1.965111e+00,2.824808e-01,4.571670e-01,1.002119e+02,6.246702e+01
S1681,2.406944e+00,2.137724e+00,2.692202e-01,5.130420e-01,1.289718e+02,8.491368e+01
S1682,2.258363e+00,1.974746e+00,2.836176e-01,4.561441e-01,1.009484e+02,6.315735e+01
S1683,2.257636e+00,1.972908e+00,2.847281e-01,4.583573e-01,1.013728e+02,6.320658e+01
S1684,2.401995e+00,2.152398e+00,2.495968e-01,4.970131e-01,1.244290e+02,8.331109e+01
S1685,2.252261e+00,1.998628e+00,2.536330e-01,5.156054e-01,1.134918e+02,7.450531e+01
S1686,2.179642e+00,1.856542e+00,3.231002e-01,3.028750e-01,6.243722e+01,3.483222e+01
S1687,2.140663e+00,1.541798e+00,5.988655e-01,1.365917e-01,2.716006e+01,9.843502e+00
S1688,2.235141e+00,1.940980e+00,2.941613e-01,4.266449e-01,9.248812e+01,5.665918e+01
S1689,2.421871e+00,2.160743e+00,2.611281e-01,5.159139e-01,1.313073e+02,8.737083e+01
S1690,2.367647e+00,2.074283e+00,2.933642e-01,3.100922e-01,7.542831e+01,4.604253e+01
S1691,1.863362e+00,1.199791e+00,6.635713e-01,6.987497e-02,1.052751e+01,2.647752e+00
S1692,1.989201e+00,1.302326e+00,6.868749e-01,8.932730e-02,1.533738e+01,4.151316e+00
S1693,1.959005e+00,1.467058e+00,4.919463e-01,1.389547e-01,2.313949e+01,9.183027e+00
S1694,1.821261e+00,1.246994e+00,5.742674e-01,8.322640e-02,1.197885e+01,3.520072e+00
S1695,2.203629e+00,1.701490e+00,5.021385e-01,1.873828e-01,3.948354e+01,1.755681e+01
S1696,2.041508e+00,1.388909e+00,6.525990e-01,9.141793e-02,1.653268e+01,5.042960e+00
S1697,2.361601e+00,2.074620e+00,2.869804e-01,3.099208e-01,7.500207e+01,4.608882e+01
S1698,2.266561e+00,2.042715e+00,2.238461e-01,5.602864e-01,1.248977e+02,8.607244e+01
S1699,2.301660e+00,1.975069e+00,3.265912e-01,2.793301e-01,6.421104e+01,3.760087e+01
S1700,1.957618e+00,1.387260e+00,5.703580e-01,1.097641e-01,1.825264e+01,6.230527e+00
S1701,2.267239e+00,1.506048e+00,7.611907e-01,1.418902e-01,3.164875e+01,9.468021e+00
S1702,1.983462e+00,1.509199e+00,4.742634e-01,4.785814e-02,8.169833e+00,3.313403e+00
S1703,1.712960e+00,1.632720e+00,8.024048e-02,1.418812e-02,1.806462e+00,1.452191e+00
S1704,1.821899e+00,1.743477e+00,7.842197e-02,3.284387e-02,4.730560e+00,3.871755e+00
S1705,1.785559e+00,1.710466e+00,7.509364e-02,2.340701e-02,3.238203e+00,2.672660e+00
S1706,1.876678e+00,1.804158e+00,7.251992e-02,5.277524e-02,8.065276e+00,6.741152e+00
S1707,2.018240e+00,1.889533e+00,1.287070e-01,1.820845e-02,3.218314e+00,2.365122e+00
S1708,2.116408e+00,1.994412e+00,1.219968e-01,4.680047e-02,9.096175e+00,6.917829e+00
S1709,2.082468e+00,1.966000e+00,1.164674e-01,3.086958e-02,5.808939e+00,4.467858e+00
S1710,2.169564e+00,2.062342e+00,1.072217e-01,7.764275e-02,1.585825e+01,1.256893e+01
S1711,2.260214e+00,2.130122e+00,1.300923e-01,1.318593e-02,2.922938e+00,2.217266e+00
S1712,2.334394e+00,2.218716e+00,1.156779e-01,2.960999e-02,7.001582e+00,5.515232e+00
S1713,2.410123e+00,2.303792e+00,1.063312e-01,1.241373e-01,3.128889e+01,2.532930e+01
S1714,2.300118e+00,2.230527e+00,6.959140e-02,1.734221e-01,3.981202e+01,3.466033e+01
S1715,2.306821e+00,2.238244e+00,6.857611e-02,8.566735e-02,1.978119e+01,1.726189e+01
S1716,2.350206e+00,2.275077e+00,7.512890e-02,2.409867e-01,5.775830e+01,4.985369e+01
